"video_id","talent_name","talent_profile","model","confidence","title_raw","content_type","published_at","topic","language","tags","primary_reference","referenced_entities","taxonomy_version","prompt_version","created_at","title_hash","talent_id","classification_json","collaborative_energy","community_milestones","interactive_entertainment","meme_viral","monetization","narrative_serialization","performance_artistry","personality_conversation"
"E-M0WGOsMWQ","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【6 MONTH ANNIVERSARY】 WOOOO【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","anniversary, celebration, milestone","","","v6","v6","2026-03-25 21:49:48.985404","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""anniversary"",""celebration"",""milestone""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":true,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"DJnIvdVAXsM","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.75,"SCHEDULE","live","2026-03-25 21:15:37.393351","lifestyle","en","schedule, announcement, stream_schedule","","","v6","v6","2026-03-25 21:48:49.739577","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""schedule"",""announcement"",""stream_schedule""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"KFqx3fXVR9U","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.86,"【Work Stream】I eat the work【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","work_stream, productivity, irl","","","v6","v6","2026-03-25 21:48:49.707863","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""work_stream"",""productivity"",""irl""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Paz2BoI4SZA","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.7,"【Work Stream】People keep making me into things【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","work_stream, chat, creative_process, humor","","","v6","v6","2026-03-25 21:48:21.267464","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""work_stream"",""chat"",""creative_process"",""humor""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"5598EORXlTc","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.7,"【Work Stream】I don't know why people keep making me into a crab【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","work_stream, chat, creative_process, humor","","","v6","v6","2026-03-25 21:48:21.25105","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""work_stream"",""chat"",""creative_process"",""humor""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"vBGBp6bn5w0","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Just Chatting】I was tired zzz【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just chatting, sleep, chill, storytime, live","","","v6","v6","2026-03-25 21:47:47.999194","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just chatting"",""sleep"",""chill"",""storytime"",""live""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"B2c5xwUzEkU","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.88,"【Just Chatting/Yapping】Last stream before vacation!【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chatting, yapping, last_stream, vacation","","","v6","v6","2026-03-25 21:47:15.911078","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chatting"",""yapping"",""last_stream"",""vacation""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":true,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"-Nykvgc-6v0","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Work Stream】Working and talking about my Korea vacation!【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","workstream, travel_talk, korea","","","v6","v6","2026-03-25 21:46:17.199461","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""workstream"",""travel_talk"",""korea""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"cLIzmOebq7s","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.92,"【Just Yappin】Sike no just chattin there's just yappin now【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chatting, casual, vtuber","","","v6","v6","2026-03-25 21:46:17.17813","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chatting"",""casual"",""vtuber""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"wVKGAgVm484","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.86,"【Work Stream】Last work stream ever we are just chatting now【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","work_stream, chat, farewell","","","v6","v6","2026-03-25 21:45:48.38021","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""work_stream"",""chat"",""farewell""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":true,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"olkPiOuC6o0","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.85,"【Just Yappin】Quick work stream【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_yappin, work_stream","","","v6","v6","2026-03-25 21:42:55.390726","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_yappin"",""work_stream""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"wAB1c8ls7Hs","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.8,"【Just Chattin】I am 300 feet away and rapidly approaching your location【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chattin, meme_tone","","","v6","v6","2026-03-25 21:42:55.363387","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chattin"",""meme_tone""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":true,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"MhCqyraZ25Y","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Q&A】Q&A with 3x Buldak Ramen【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","q&a, ramen, eatstream","","","v6","v6","2026-03-25 21:42:55.342281","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""q&a"",""ramen"",""eatstream""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"geNv5OT2fyw","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.76,"【Just Yapping】2.0, just a week away! Wow! I am so excited for this information-【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chatting, announcement, teaser","","","v6","v6","2026-03-25 21:42:25.115276","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chatting"",""announcement"",""teaser""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"46g6i780wL0","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Just Chatting】Quick work stream【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chatting, workstream, casual","","","v6","v6","2026-03-25 21:42:25.085538","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chatting"",""workstream"",""casual""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"OKlMsjs6v3s","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.85,"【Just Yappin】today is july 28【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chatting, casual, date","","","v6","v6","2026-03-25 21:42:25.046185","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chatting"",""casual"",""date""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"ZgR5J1Lo39U","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Q&A】 Answering questions and giving horrible advice with @CoreOfMidas 【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","q&a, collab, guest, advice","","","v6","v6","2026-03-25 21:41:51.885472","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""q&a"",""collab"",""guest"",""advice""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"dhO3Ug8qFEk","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.85,"【Subathon】Subathon Wrap-Up Stream!【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","subathon, wrap_up, community","","","v6","v6","2026-03-25 21:41:51.854327","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""subathon"",""wrap_up"",""community""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":true,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"5d41Jgso-Ek","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.8,"【Just Yappin】whoa, august 18th! just right now away!【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_yappin, chat, update","","","v6","v6","2026-03-25 21:40:52.00936","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_yappin"",""chat"",""update""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"s6LB3ueKi2Y","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.82,"【Just Chatting】Quick work stream【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chatting, work_stream, quick_stream","","","v6","v6","2026-03-25 21:40:20.902516","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chatting"",""work_stream"",""quick_stream""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"uVuJ8G0Nr1U","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【FIRST BIRTHDAY STREAM】 ... And last time using 1.0 model【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","1st_birthday, anniversary, model_update, vtuber","","","v6","v6","2026-03-25 21:39:53.596517","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""1st_birthday"",""anniversary"",""model_update"",""vtuber""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":true,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"IeK8_OA5UV4","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.82,"【2.0 Debut Stream】 The Song of the Sea grows louder!【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","debut, milestone, announcement","","","v6","v6","2026-03-25 21:38:35.029579","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""debut"",""milestone"",""announcement""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":true,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"lSN69-qgH_Q","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.92,"【Just Chattin】 hi it's me rius isonder & friends【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chattin, friends, community","","","v6","v6","2026-03-25 21:37:54.40051","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chattin"",""friends"",""community""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"So2ZC2NWXgk","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.8,"【Just Chattin】 Welcome to the 4 Days of Halation 【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chattin, series, 4days, event","","","v6","v6","2026-03-25 21:37:11.986566","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chattin"",""series"",""4days"",""event""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":true,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"Eqxd_iOYAEA","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.82,"【Just Chattin】 Somebody stop this man he's cookin【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chattin, reaction, casual","","","v6","v6","2026-03-25 21:36:29.35464","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chattin"",""reaction"",""casual""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"IaUY4ppKymE","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.85,"【Just Chattin】 Me when I when I work 【Rius Isonder】","live","2026-03-25 21:15:37.393351","lifestyle","en","just_chattin, stream, talk","","","v6","v6","2026-03-25 21:35:54.430602","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chattin"",""stream"",""talk""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Ayr7PDT4ruA","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.65,"My one bad food take","short","2026-03-25 21:15:37.393351","lifestyle","en","opinion, food, hot_take, short","","","v6","v6","2026-03-25 21:35:16.559567","abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""opinion"",""food"",""hot_take"",""short""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
