"video_id","talent_name","talent_profile","model","confidence","title_raw","content_type","published_at","topic","language","tags","primary_reference","referenced_entities","taxonomy_version","prompt_version","created_at","title_hash","talent_id","classification_json","collaborative_energy","community_milestones","interactive_entertainment","meme_viral","monetization","narrative_serialization","performance_artistry","personality_conversation"
"mvbeQ4NW9CA","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Little Witch In The Woods】 (1) Let me out of the cauldron ;-; 【Aviothia | Rius Isonder】","live",2026-03-25 21:15:37.393351,"gaming","en","Little Witch In The Woods, playthrough, part_1, co-stream","Little Witch In The Woods","Little Witch In The Woods","v6","v6",2026-03-25 21:58:30.29693,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""gaming"",""language"":""en"",""tags"":[""Little Witch In The Woods"",""playthrough"",""part_1"",""co-stream""],""primary_reference"":""Little Witch In The Woods"",""referenced_entities"":[""Little Witch In The Woods""],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":true,""performance_artistry"":false,""personality_conversation"":false}",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"dSHCywwMSmc","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.8,"【Rius Isonder Lore Video】 The Curse of the Triton","video",2026-03-25 21:15:37.393351,"other","en","lore, story, worldbuilding","","","v6","v6",2026-03-25 21:58:30.279925,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""other"",""language"":""en"",""tags"":[""lore"",""story"",""worldbuilding""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"HmGPZITRFjk","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.92,"【Attorney of the Arcane】 (2) Objection! I have no clue what I'm doing!【Rius Isonder】","live",2026-03-25 21:15:37.393351,"gaming","en","gameplay, playthrough, part_2, visual_novel","Attorney of the Arcane","Attorney of the Arcane","v6","v6",2026-03-25 21:58:01.311883,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""gaming"",""language"":""en"",""tags"":[""gameplay"",""playthrough"",""part_2"",""visual_novel""],""primary_reference"":""Attorney of the Arcane"",""referenced_entities"":[""Attorney of the Arcane""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":true,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"v36-EJd2Ev0","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Music Stream】 Making Free BGMs 【Rius Isonder】","live",2026-03-25 21:15:37.393351,"music","en","music_production, BGM, live, original_music","music_production","music_production, BGM, live, original_music","v6","v6",2026-03-25 21:58:01.299005,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""music"",""language"":""en"",""tags"":[""music_production"",""BGM"",""live"",""original_music""],""primary_reference"":""music_production"",""referenced_entities"":[""music_production"",""BGM"",""live"",""original_music""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":true,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Kq0XhAKkO-M","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.86,"【Music】 How did Idol become the new King for covers? 【Aviothia | Rius Isonder】","live",2026-03-25 21:15:37.393351,"music","en","music_analysis, covers, discussion","music_analysis","Idol, Aviothia, Rius Isonder","v6","v6",2026-03-25 21:58:01.285895,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""music"",""language"":""en"",""tags"":[""music_analysis"",""covers"",""discussion""],""primary_reference"":""music_analysis"",""referenced_entities"":[""Idol"",""Aviothia"",""Rius Isonder""],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"rc1Yytq7IWY","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Just Chatting】 Art Lesson With Odelle 【Aviothia | Rius Isonder】","live",2026-03-25 21:15:37.393351,"education","en","art_lesson, collab, guest, tutorial","","Odelle, Aviothia, Rius Isonder","v6","v6",2026-03-25 21:58:01.265029,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""education"",""language"":""en"",""tags"":[""art_lesson"",""collab"",""guest"",""tutorial""],""primary_reference"":"""",""referenced_entities"":[""Odelle"",""Aviothia"",""Rius Isonder""],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"IzoONuYayX8","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.6,"Fish streamer can't draw #shorts #riusisonder","short",2026-03-25 21:15:37.393351,"other","en","shorts, meme, art, highlight","","","v6","v6",2026-03-25 21:58:01.246705,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""other"",""language"":""en"",""tags"":[""shorts"",""meme"",""art"",""highlight""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":true,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"9nWJgTITe3A","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.8,"【Work Stream】 I have a lot to do so just going to stream while I work 【Rius Isonder】","live",2026-03-25 21:15:37.393351,"lifestyle","en","work_stream, productivity, stream","","","v6","v6",2026-03-25 21:57:34.053833,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""work_stream"",""productivity"",""stream""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"JHuCMAKJnQ4","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.88,"【Just Chatting】 (VOD Reupload) Tier Listing Random Things 【Aviothia | Rius Isonder】","video",2026-03-25 21:15:37.393351,"lifestyle","en","just_chatting, vod_reupload, tier_listing, Aviothia","","","v6","v6",2026-03-25 21:57:34.040797,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""lifestyle"",""language"":""en"",""tags"":[""just_chatting"",""vod_reupload"",""tier_listing"",""Aviothia""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"n9eBmFjAjXw","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.92,"Iridescent Ocean | Citypop Ver. [Rius Isonder] feat. Lia","live",2026-03-25 21:15:37.393351,"music","en","citypop, song, feat_Lia, collab","Iridescent Ocean","Iridescent Ocean, Lia","v6","v6",2026-03-25 21:57:34.025912,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""music"",""language"":""en"",""tags"":[""citypop"",""song"",""feat_Lia"",""collab""],""primary_reference"":""Iridescent Ocean"",""referenced_entities"":[""Iridescent Ocean"",""Lia""],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":true,""personality_conversation"":false}",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"gGOpuWORniw","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【Little Witch In The Woods】 (4) So many potions, so little time! 【Rius Isonder】","live",2026-03-25 21:15:37.393351,"gaming","en","little_witch_in_the_woods, gameplay, part_4, potions","Little Witch In The Woods","Little Witch In The Woods","v6","v6",2026-03-25 21:57:34.00591,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""gaming"",""language"":""en"",""tags"":[""little_witch_in_the_woods"",""gameplay"",""part_4"",""potions""],""primary_reference"":""Little Witch In The Woods"",""referenced_entities"":[""Little Witch In The Woods""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":true,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"LqrqNN-qf-I","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【League of Legends】 League and talking about what's next【Aviothia | Rius Isonder】","live",2026-03-25 21:15:37.393351,"gaming","en","league_of_legends, gameplay, discussion, collab, Aviothia","League of Legends","League of Legends, Aviothia, Rius Isonder","v6","v6",2026-03-25 21:57:33.98789,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""gaming"",""language"":""en"",""tags"":[""league_of_legends"",""gameplay"",""discussion"",""collab"",""Aviothia""],""primary_reference"":""League of Legends"",""referenced_entities"":[""League of Legends"",""Aviothia"",""Rius Isonder""],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"TQYJaLfdH00","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"【League of Legends】 Casual Games! 【Aviothia | Rius Isonder】","live",2026-03-25 21:15:37.393351,"gaming","en","league_of_legends, casual, gameplay, collab","League of Legends","League of Legends","v6","v6",2026-03-25 21:57:08.837845,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""gaming"",""language"":""en"",""tags"":[""league_of_legends"",""casual"",""gameplay"",""collab""],""primary_reference"":""League of Legends"",""referenced_entities"":[""League of Legends""],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"zLsAJFtV0vA","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.85,"【Mediocre Music Theory 1】 The Very Basics! 【Aviothia | Rius Isonder】","live",2026-03-25 21:15:37.393351,"education","en","music_theory, basics, beginner, collab","","","v6","v6",2026-03-25 21:57:08.821855,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""education"",""language"":""en"",""tags"":[""music_theory"",""basics"",""beginner"",""collab""],""primary_reference"":"""",""referenced_entities"":[],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":true,""performance_artistry"":false,""personality_conversation"":false}",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Zjqwk7os0YU","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.9,"I tried to sing and play glimpse of us on piano #riusisonder #vtuber #shorts","short",2026-03-25 21:15:37.393351,"music","en","cover, piano, vocal, shorts","Glimpse of Us","Glimpse of Us","v6","v6",2026-03-25 21:57:08.807792,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""music"",""language"":""en"",""tags"":[""cover"",""piano"",""vocal"",""shorts""],""primary_reference"":""Glimpse of Us"",""referenced_entities"":[""Glimpse of Us""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":true,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"mBtxz88inVs","Rius_Isonder_Ch","rius_isonder_ch","gpt-5-mini",0.85,"【Music Stream】 Continuing to fail at making J-Rock for the first time 【Rius Isonder】","live",2026-03-25 21:15:37.393351,"music","en","music_stream, j-rock, songwriting, live","music_stream","music_stream, j-rock, songwriting, live","v6","v6",2026-03-25 21:57:08.788867,"abcd441ffe6c58a6","0005_rius_isonder_ch","{""topic"":""music"",""language"":""en"",""tags"":[""music_stream"",""j-rock"",""songwriting"",""live""],""primary_reference"":""music_stream"",""referenced_entities"":[""music_stream"",""j-rock"",""songwriting"",""live""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":true,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
